10,start,1.4,0.0
20,billboard1,-2.1,0.0
40,road_pile1,-1.0,0.0
40,road_pile1,1.3,0.0
45,billboard2,-2.1,0.0
50,tree_03, -3.5,0.0
50,tree_04, 3.5,0.0
55,tree_01_sm, 7,0.0
55,tree_02_sm, -7,0.0
80,tree_01_sm, 6,0.0
80,tree_02_sm, -6,0.0
90,tree_01_sm, 7,0.0
90,tree_02_sm, -7,0.0
100,tree_01_sm, 5,0.0
100,tree_02_sm, -5,0.0
55,road_barrel1,-1.0,0.0
55,road_barrel1,1.3,0.0
60,bush_01,2.4,0.0
64,hooker1,-1.0,0.0
60,bush_01,-1.5,0.0
65,house_1,-2.0,0.0
71,hooker2,-1.0,0.0
78,hooker3,-1.0,0.0
80,light_post1,-1.0,0.0
80,light_post2,1.3,0.0
90,right_sign,-1.0,0.0
95,billboard3,-2.1,0.0
100,bush_01,2.4,0.0
100,bush_03,-1.5,0.0
108,right_sign,-1.0,0.0
110,post,-1.1,0.0
112,hooker3,1.5,0.0
120,light_post1,-1.0,0.0
118,right_sign,-1.0,0.0
120,light_post2,1.3,0.0
130,billboard4,-2.1,0.0
140,bush_01,2.4,0.0
140,bush_04,-1.5,0.0
143,hooker2,1.5,0.0
160,light_post1,-1.0,0.0
160,light_post2,1.3,0.0
180,bush_01,2.4,0.0
180,bush_01,-1.5,0.0
200,light_post1,-1.0,0.0
200,light_post2,1.3,0.0
220,bush_01,2.4,0.0
220,bush_01,-1.5,0.0
240,light_post1,-1.0,0.0
240,light_post2,1.3,0.0
260,bush_01,2.4,0.0
260,bush_01,-1.5,0.0
280,light_post1,-1.0,0.0
280,light_post2,1.3,0.0
300,bush_01,2.4,0.0
300,bush_01,-1.5,0.0
320,light_post1,-1.0,0.0
320,light_post2,1.3,0.0
340,bush_01,2.4,0.0
340,bush_01,-1.5,0.0
360,light_post1,-1.0,0.00
360,light_post2,1.3,0.0
380,bush_01,2.4,0.0
380,bush_01,-1.5,0.0
390,house_1,-2.0,0.0
400,light_post1,-1.0,0.0
400,light_post2,1.3,0.0
410,post,-1.1,0.0
420,bush_04,2.4,0.0
420,bush_01,-1.5,0.0
440,light_post1,-1.0,0.0
440,light_post2,1.3,0.0
460,bush_01,2.4,0.0
460,bush_01,-1.5,0.0
480,light_post1,-1.0,0.0
480,light_post2,1.3,0.0
500,bush_03,2.4,0.0
500,bush_02,-1.5,0.0
520,light_post1,-1.0,0.0
520,light_post2,1.3,0.0
540,road_barrel1,2.4,0.0
530,left_sign,-1.0,0.0
520,road_barrel1,-1.5,0.0
530,road_barrel1,-1.5,0.0
540,road_barrel1,-1.5,0.0
550,road_barrel1,-1.5,0.0
560,road_barrel1,-1.5,0.0
570,road_barrel1,-1.5,0.0
560,light_post1,-1.0,0.0
550,left_sign,-1.0,0.0
560,light_post2,1.3,0.0
580,bush_01,2.4,0.0
570,left_sign,-1.0,0.0
580,traffic_light,-1.1,0.0
580,traffic_light,1.7,0.0
910,barrier,-0.5,0.0
910,barrier,0.9,0.0
940,barrier,0.8,0.0
940,barrier,-0.4,0.0
970,right_sign,-1.0,0.0
990,right_sign,-1.0,0.0
1010,right_sign,-1.0,0.0
1030,right_sign,-1.0,0.0
1000,light_post1,-1.0,0.0
1020,light_post2,1.3,0.0
1040,light_post1,-1.0,0.0
1060,light_post2,1.3,0.0
1080,light_post1,-1.0,0.0
1100,light_post2,1.3,0.0
1120,light_post1,-1.0,0.0
1140,light_post2,1.3,0.0
1160,light_post1,-1.0,0.0
1170,post,-1.1,0.0
1180,light_post2,1.3,0.0
1200,light_post1,-1.0,0.0
1220,light_post2,1.3,0.0
1240,light_post1,-1.0,0.0
1260,light_post2,1.3,0.0
1280,light_post1,-1.0,0.0
1300,light_post2,1.3,0.0
1320,light_post1,-1.0,0.0
1340,light_post2,1.3,0.0
1330,right_sign,-1.0,0.0
1350,right_sign,-1.0,0.0
1370,right_sign,-1.0,0.0
1390,right_sign,-1.0,0.0
1400,tree_02,3.5,0.0
1410,tree_03,3.5,0.0
1420,tree_02,3.5,0.0
