10,start,1.4,0
200,gate_02,1.4,0
350,gate_08,1.4,0
1550,gate_08,1.4,0
2450,gate_08,1.4,0
3300,gate_08,1.4,0
3800,gate_08,1.4,0
2000,gate_01,1.4,0
2200,gate_02,1.4,0
50,tree_01_sm,7,0
50,tree_02_sm,-7,0
100,tree_01_sm,6,0
100,tree_02_sm,-6,0
150,tree_01_sm,7,0
150,tree_02_sm,-7,0
200,tree_01_sm,5,0
200,tree_02_sm,-5,0
250,tree_01_sm,7,0
250,tree_02_sm,-7,0
300,tree_01_sm,6,0
300,tree_02_sm,-6,0
350,tree_01_sm,7,0
350,tree_02_sm,-7,0
400,tree_01_sm,5,0
400,tree_02_sm,-5,0
450,tree_01_sm,7,0
450,tree_02_sm,-7,0
500,tree_01_sm,6,0
500,tree_02_sm,-6,0
550,tree_01_sm,7,0
550,tree_02_sm,-7,0
600,tree_01_sm,5,0
600,tree_02_sm,-5,0
650,tree_01_sm,7,0
650,tree_02_sm,-7,0
700,tree_01_sm,6,0
700,tree_02_sm,-6,0
750,tree_01_sm,7,0
750,tree_02_sm,-7,0
800,tree_01_sm,5,0
800,tree_02_sm,-5,0
850,tree_01_sm,6,0
850,tree_02_sm,-6,0
900,tree_01_sm,7,0
900,tree_02_sm,-7,0
950,tree_01_sm,7,0
950,tree_02_sm,-7,0
1000,tree_01_sm,6,0
1000,tree_02_sm,-6,0
1050,tree_01_sm,7,0
1050,tree_02_sm,-7,0
1100,tree_01_sm,6,0
1100,tree_02_sm,-6,0
1150,tree_01_sm,7,0
1150,tree_02_sm,-7,0
1200,tree_01_sm,5,0
1200,tree_02_sm,-5,0
1250,tree_01_sm,7,0
1250,tree_02_sm,-7,0
1300,tree_01_sm,6,0
1300,tree_02_sm,-6,0
1350,tree_01_sm,7,0
1350,tree_02_sm,-7,0
1400,tree_01_sm,5,0
1400,tree_02_sm,-5,0
1450,tree_01_sm,7,0
1450,tree_02_sm,-7,0
1500,tree_01_sm,6,0
1500,tree_02_sm,-6,0
1550,tree_01_sm,7,0
1550,tree_02_sm,-7,0
1600,tree_01_sm,5,0
1600,tree_02_sm,-5,0
1650,tree_01_sm,7,0
1650,tree_02_sm,-7,0
1700,tree_01_sm,6,0
1700,tree_02_sm,-6,0
1750,tree_01_sm,7,0
1750,tree_02_sm,-7,0
1800,tree_01_sm,5,0
1800,tree_02_sm,-5,0
1850,tree_01_sm,6,0
1850,tree_02_sm,-6,0
1900,tree_01_sm,7,0
1900,tree_02_sm,-7,0
1950,tree_01_sm,7,0
1950,tree_02_sm,-7,0
2000,tree_02_sm,-6,0
2050,tree_01_sm,7,0
2050,tree_02_sm,-7,0
2100,tree_01_sm,6,0
2100,tree_02_sm,-6,0
2150,tree_01_sm,7,0
2150,tree_02_sm,-7,0
2200,tree_01_sm,5,0
2200,tree_02_sm,-5,0
2250,tree_01_sm,7,0
2250,tree_02_sm,-7,0
2300,tree_01_sm,6,0
2300,tree_02_sm,-6,0
2350,tree_01_sm,7,0
2350,tree_02_sm,-7,0
2400,tree_01_sm,5,0
2400,tree_02_sm,-5,0
2450,tree_01_sm,7,0
2450,tree_02_sm,-7,0
2500,tree_01_sm,6,0
2500,tree_02_sm,-6,0
2550,tree_01_sm,7,0
2550,tree_02_sm,-7,0
2600,tree_01_sm,5,0
2600,tree_02_sm,-5,0
2650,tree_01_sm,7,0
2650,tree_02_sm,-7,0
2700,tree_01_sm,6,0
